Subject,Cross validation,alpha,forget,lambda,Wmf,Wmb,P,alpha_c
WT1,0.5033676241565364,0.01211668610092842,0.012631788885998252,0.3730532776506954,2.82942044743022,1.7903348360577425,1.290183991186322,0.0759812389416864
WT2,0.5037818883989978,0.02662929564460026,0.07957261279024963,0.06861612737129508,9.374619061426618,0.22944498988629913,-0.20889658958023255,0.7934438311381685
WT3,0.5142052515316559,0.027486553751543408,0.047201862977800935,0.049431323675986794,9.183293903993905,0.4966127516173823,-0.6584097936181176,0.07029149312491467
WT4,0.5241201865838517,0.007089773368114671,0.0411205631644187,0.876241908910769,6.6998348059863435,0.7860400075869796,1.8122484757010544,0.21391974870859665
WT5,0.5381694131542316,0.006908346937866017,0.056910488165740625,0.9102583764908929,8.632381411859575,0.7731893727591739,2.1159783568407424,0.20187862988139071
WT6,0.5368203564020454,0.015325967833740961,0.0034557961665270254,0.9150515929904693,6.062720597037656,1.5319810199101704,1.3742020281275826,0.32275473704929514
