Subject,Cross validation,p_r,i_temp,P,alpha_c
WT1,0.5968316663224107,0.30973715862401296,17.187994860997062,1.7862323215977727,0.26680859589997774
WT2,0.5888105995581742,0.30543591498658273,13.151345262341877,3.3027136012969875,0.14990846428754256
WT3,0.5670744895883337,0.26967602697542203,7.93202816650325,2.9362679118132085,0.2074226168061476
WT4,0.5983337124322685,0.26346959247731516,10.187136935609232,3.338241479869821,0.19867679428604657
WT5,0.5700521619771294,0.34023133309885023,13.374433218668582,2.6967536951502615,0.2505420148093075
WT6,0.6298334404571013,0.11023587748537977,5.097687173659227,2.6857282321087386,0.6600400359547807
