Subject,Cross validation,alpha,forget,lambda,Wmb
WT1,0.5900132577192833,0.459428093223224,0.6043026598639474,0.5001462886182451,5.001182899415205
WT2,0.5738191557882295,0.22429746815222795,0.47732578938107884,0.46267353948850143,6.100735263222302
WT3,0.5600179818073663,0.10504113559126727,0.49822768005417806,0.4629591983666965,8.919791010582667
WT4,0.5881546201157183,0.16104404115455417,0.3748976433196738,0.4626912018850067,7.59731292525303
WT5,0.5581222551887737,0.2856351110399854,0.5492735342476414,0.46282755491364536,4.735683580418446
WT6,0.6006142122874445,0.1970983304676044,0.5581053791653914,0.4626995137836587,8.25139285965009
