Subject,Cross validation,p_r,i_temp,P
WT1,0.5927865794547095,0.21174207063399453,10.833325592877559,0.6462945912582876
WT2,0.575385837286657,0.11246639298662431,5.760912078225307,0.7047960454487179
WT3,0.5603125853724753,0.07362968753991195,3.775381407571217,0.9444991931066107
WT4,0.587902396434056,0.06930313060068127,4.8609758440444875,0.9581171889616729
WT5,0.5646135754381533,0.14895822245757906,5.4756196472754795,0.957976830151774
WT6,0.6286652636903474,0.07235937121744473,4.957813118044449,1.8940688126014968
