Subject,Cross validation,p_r,i_temp,P
WT1,0.5456960318762706,0.17410945376605813,4.642457660310029,0.9182568618367792
WT2,0.5286768100119048,0.0007534186414969168,2.209266630726325,0.3930704490766743
WT3,0.52085894899887,0.05657477454791937,1.7681382078163814,0.6430725263222996
WT4,0.512398283774251,2.986391134385258e-10,1.4023430841873774,0.5468657751603629
WT5,0.5290781870879834,0.05234391901127433,2.448046756169472,0.5705193686953234
WT6,0.5614837481190148,0.128523482560447,3.4103417020151334,1.3293881673670438
