Subject,Cross validation,alpha_r,alpha_n,forget,Wmb,P
WT1,0.5473331604249047,0.14829655860448898,0.1602254506904568,0.45042078720565437,4.270618098854011,0.8752396293595788
WT2,0.5060103263371013,0.10519849356928812,0.008687535066635332,0.07348692852704364,3.4516731469582984,0.31335601442360506
WT3,0.5263285582448561,0.06121645505623308,0.017611055939264153,0.09673019585289278,3.96139144294478,0.5217958333870928
WT4,0.5216544709778408,0.034456597841718506,0.005890442794598827,0.006676409529109639,3.6054389035665877,0.4933494841739469
WT5,0.536299475728434,0.06140453242496158,0.05751517604158929,0.16928296683008814,5.525156719357003,0.48631658048084475
WT6,0.5639362947057013,0.07771151723548642,0.11820233248055423,0.18882981082471006,4.421930228027082,1.37112584417281
