Subject,Cross validation,alpha,forget,lambda,Wmf,P
WT1,0.49833462068362455,0.03809756033526068,0.030651158846368043,0.09019467293803218,4.101525889146412,-0.0915376121227603
WT2,0.5053999658261507,0.02935023172129847,0.07988601925242778,0.06701190112853939,8.779705415930604,-0.22086813247959453
WT3,0.5151584488725757,0.03467030732788379,0.04562103898054759,0.05045955867362362,6.516118252686684,0.035563079977486096
WT4,0.5231680169617504,0.029775428005719418,0.06711992796566513,0.0548859416311932,10.011748646105062,0.16440827974102154
WT5,0.5268599213271905,0.03822498638006899,0.10208487033814817,0.010374715632356146,14.648594874176254,0.02048048748246414
WT6,0.5341134937564705,0.017954082500122426,0.004025721139712557,0.9345183022881985,7.516771634295398,0.42001935322357
