Subject,Cross validation,p_r,i_temp,P,alpha_c
WT1,0.5503210162849465,0.3417024129656825,10.677625835081582,2.5844854052488286,0.21975526871845752
WT2,0.523966443375583,0.0007538232682996471,2.0848334595111324,0.6909609379318896,0.6046454088519644
WT3,0.5286225275428158,0.31112417777845713,4.732154812395798,2.2855392497828118,0.19907624418091152
WT4,0.5226551711444354,0.0035200840697717783,0.7840670946771595,3.2750602196764493,0.07631369258772658
WT5,0.5430792560882239,0.19102820020404776,3.483378109581622,2.814609241585215,0.15097979679087636
WT6,0.5615869376778283,0.20016127684040463,4.327952573117701,1.6689162854493684,0.747887567723211
