Subject,Cross validation,alpha,forget,lambda,Wmf,P,alpha_c
WT1,0.5722673273705282,0.49524866235723874,0.1750606081916547,0.5018624520834362,2.2732780663899823,0.981662009420802,0.9244831562860754
WT2,0.5664095339385115,0.23598539560761245,0.12635935059272696,0.4686365490386639,2.585999701325299,1.2018746034851222,0.6458003666118215
WT3,0.5574424762858732,0.19119584125795241,0.2874178420947955,0.2967672170757111,3.783930075319623,0.767542075705056,0.9125143359404081
WT4,0.584189136184317,0.27995175924252547,0.17044686393532793,0.4028174772722254,3.2068027019206795,0.9766915894792567,0.7906065866612816
WT5,0.5609848611554887,0.2837908286333385,0.14347308795982783,0.5585877242778325,2.266051321170593,1.1237436768385132,0.8345540463731789
WT6,0.6313806197206032,0.35900871975320026,0.22292993814597784,0.650510153413284,3.0397892076086936,1.6255086195430777,0.9060301921041367
